word_id,word,sentence_id,sentence
U-FDYYp3OfI_w,advertisement,U-FDYYp3OfI_e2,Please post up this advertisement for our movie in your shop window.
U-FDYYp3OfI_w,advertisement,U-FDYYp3OfI_e3,I saw an advertisement for the job in yesterday's paper.
U-FDYYp3OfI_w,advertisement,U-FDYYp3OfI_e4,Advertisements help us to sell goods.
U-FDYYp3OfI_w,advertisement,U-FDYYp3OfI_e5,"If you want to sell your old sofa, why not put an advertisement in the local newspaper?"
Y92FGx2FIMM_w,discrimination,Y92FGx2FIMM_e1,The law made racial discrimination in employment a serious crime.
KiOQbd1JaDg_w,pick out,KiOQbd1JaDg_e1,"From all the puppies, we picked out the smallest one to take home."
KiOQbd1JaDg_w,pick out,KiOQbd1JaDg_e2,Could you help me to pick out the yellow pieces?
KiOQbd1JaDg_w,pick out,KiOQbd1JaDg_e3,Let's pick out the bad potatoes from the basket.
j3cflScQLfo_w,qualitative,j3cflScQLfo_e1,Is there any qualitative difference between these two DVD players?
BC1eDWKCSpQ_w,eclectic,BC1eDWKCSpQ_e1,It was an eclectic mix of our ethnic foods and traditional Thanksgiving food.
1k-AsMjTZbI_w,action,1k-AsMjTZbI_e1,We must take action (= do something) to deal with the problem before it spreads to other areas.
1k-AsMjTZbI_w,action,1k-AsMjTZbI_e2,The army are said to be ready for action.
TheDJtPZdzQ_w,refuse,TheDJtPZdzQ_e1,"He asked me to give him a loan, but I refused."
zY6iSs8xJKE_w,zone,zY6iSs8xJKE_e1,The former dockyard has been zoned for industrial use.
bGqx2eKgdB0_w,mellow,bGqx2eKgdB0_e1,The bright orange of the fresh paint mellowed as it dried.
bGqx2eKgdB0_w,mellow,bGqx2eKgdB0_e2,The leaves looked golden in the mellow afternoon light.
bGqx2eKgdB0_w,mellow,bGqx2eKgdB0_e3,Mellow music and lighting helped to create the right atmosphere.
bGqx2eKgdB0_w,mellow,bGqx2eKgdB0_e4,His voice was deep and mellow.
YnvT2TZt17c_w,excuse,YnvT2TZt17c_e1,He made an excuse for being late.
YnvT2TZt17c_w,excuse,YnvT2TZt17c_e2,"When I asked him why he was late, he gave me some excuse about having car trouble."
YnvT2TZt17c_w,excuse,YnvT2TZt17c_e3,You're always making excuses for not helping me.
YnvT2TZt17c_w,excuse,YnvT2TZt17c_e4,I don't want to hear your excuses.
Dt9aqWLkAnI_w,belong to,Dt9aqWLkAnI_e1,This book belongs to Sarah.
Dt9aqWLkAnI_w,belong to,Dt9aqWLkAnI_e2,Who does this bag belong to?
Dt9aqWLkAnI_w,belong to,Dt9aqWLkAnI_e3,Put your name in your coat so we can see who it belongs to.
Dt9aqWLkAnI_w,belong to,Dt9aqWLkAnI_e4,I don't know who these shoes belong to.
H8GPCrTnXjM_w,willing,H8GPCrTnXjM_e1,"You said you needed a volunteer- well, I'm willing. "
H8GPCrTnXjM_w,willing,H8GPCrTnXjM_e2,She shows a willingness to hard work.
3TOhOciY-v8_w,abduct,3TOhOciY-v8_e1,The company director was abducted from his car by terrorists.
3TOhOciY-v8_w,abduct,3TOhOciY-v8_e2,Kidnappers abducted the child from the playground.
3TOhOciY-v8_w,abduct,3TOhOciY-v8_e3,"If someone attempts to abduct you, make noise."
3TOhOciY-v8_w,abduct,3TOhOciY-v8_e4,She was abducted late last night.
pB3y-OgdVc4_w,initiate,pB3y-OgdVc4_e1,They wanted to initiate a discussion on economics. 
pB3y-OgdVc4_w,initiate,pB3y-OgdVc4_e2,They have decided to initiate legal proceedings against the newspaper. 
pB3y-OgdVc4_w,initiate,pB3y-OgdVc4_e3,The council initiates its own studies and carries out research at the request of private organizations. 
pB3y-OgdVc4_w,initiate,pB3y-OgdVc4_e4,This is no time to initiate a youngster into any business.
Yxi3agAUBXQ_w,relegate,Yxi3agAUBXQ_e1,She resigned when she was relegated to a desk job.
wNZIAo8zLP0_w,attach,wNZIAo8zLP0_e1,I attached a photo to my application form.
wNZIAo8zLP0_w,attach,wNZIAo8zLP0_e2,Use this cable to attach the printer to the computer.
wNZIAo8zLP0_w,attach,wNZIAo8zLP0_e3,I forgot to attach a stamp to the envelope.
wNZIAo8zLP0_w,attach,wNZIAo8zLP0_e4,Attach labels to all the bags.
KMBGtVdcDzE_w,bibliophile,KMBGtVdcDzE_e1,My sister  is a bibliophile .
KMBGtVdcDzE_w,bibliophile,KMBGtVdcDzE_e2,Jason is a bibliophile who reads at least four books every day.
KMBGtVdcDzE_w,bibliophile,KMBGtVdcDzE_e3,Ted loves everything about books. He is a real bibliophile.
KMBGtVdcDzE_w,bibliophile,KMBGtVdcDzE_e4,My father is a bibliophile who can easily spend hours in a bookstore.
UqCIjGRqdGE_w,policy,UqCIjGRqdGE_e1,1.No smoking is company policy.
UqCIjGRqdGE_w,policy,UqCIjGRqdGE_e2,The White House said there will be no change in policy.
UqCIjGRqdGE_w,policy,UqCIjGRqdGE_e3,The company policy is that most workers should retire at 60.
UqCIjGRqdGE_w,policy,UqCIjGRqdGE_e4,The school has an enlightened policy of teaching boys to cook.
t-XEXfbVUps_w,emulate,t-XEXfbVUps_e1,They hope to emulate the success of other software companies.
t-XEXfbVUps_w,emulate,t-XEXfbVUps_e2,Fitzgerald is eager to emulate Martin's record of three successive world titles.
t-XEXfbVUps_w,emulate,t-XEXfbVUps_e3,He just wants to emulate his dad.
t-XEXfbVUps_w,emulate,t-XEXfbVUps_e4,Officials are looking to emulate successful ideas from other cities.
mutZAFDJmKI_w,see off,mutZAFDJmKI_e1,My parents saw me off at the airport.
mutZAFDJmKI_w,see off,mutZAFDJmKI_e2,He went to see off his brother at the station.
mutZAFDJmKI_w,see off,mutZAFDJmKI_e3,I came to the bus stop to see my friend off.
mutZAFDJmKI_w,see off,mutZAFDJmKI_e4,They went to see off their son.
A_ND2Q9fO2s_w,embassy,A_ND2Q9fO2s_e1,We used to be friendly with some people who worked at the Swedish Embassy.
BNF2q1Hysj8_w,advantage,BNF2q1Hysj8_e1,The advantage of booking tickets in advance is that you get better seats.
BNF2q1Hysj8_w,advantage,BNF2q1Hysj8_e2,His long arms give him a big advantage over other boxers.
BNF2q1Hysj8_w,advantage,BNF2q1Hysj8_e3,She had the advantage of a good education.
BNF2q1Hysj8_w,advantage,BNF2q1Hysj8_e4,They had been given an unfair advantage.
GrKIA99UGMI_w,immature,GrKIA99UGMI_e1,"Stop being so silly and immature, Chris!"
GrKIA99UGMI_w,immature,GrKIA99UGMI_e2,politically immature
GrKIA99UGMI_w,immature,GrKIA99UGMI_e3,"He's a nice little boy, a bit immature, but very intelligent."
GrKIA99UGMI_w,immature,GrKIA99UGMI_e4,He forgave his son's immature behaviour.
mtVcZlcW_sg_w,atrocious,mtVcZlcW_sg_e1,an atrocious film of acting
mtVcZlcW_sg_w,atrocious,mtVcZlcW_sg_e2,The weather has been atrocious all week.
mtVcZlcW_sg_w,atrocious,mtVcZlcW_sg_e3,Conditions in the prison were atrocious.
mtVcZlcW_sg_w,atrocious,mtVcZlcW_sg_e4,His Russian was atrocious.
72lco2u92iQ_w,exhibition,72lco2u92iQ_e1,The photographs will be on exhibition until the end of the month.
PX8yyGWh_7k_w,misfortune,PX8yyGWh_7k_e1,That was the worst film I've ever had the misfortune to see.
PX8yyGWh_7k_w,misfortune,PX8yyGWh_7k_e2,I'm sorry about your misfortune.
PX8yyGWh_7k_w,misfortune,PX8yyGWh_7k_e3,She had the misfortune to break her leg.
PX8yyGWh_7k_w,misfortune,PX8yyGWh_7k_e4,Never take delight in someone's personal misfortunes.
ocCEVsLOjVo_w,insult,ocCEVsLOjVo_e1,First he drank all my wine and then he insulted all my friends.
ocCEVsLOjVo_w,insult,ocCEVsLOjVo_e2,Don't insult me just because I can't dance.
ocCEVsLOjVo_w,insult,ocCEVsLOjVo_e3,He insulted me in public. 
ocCEVsLOjVo_w,insult,ocCEVsLOjVo_e4,Tom and Mary insult each other all the time.
f6Iw1o3XV14_w,annoy,f6Iw1o3XV14_e1,Tina really annoyed me in the meeting this morning.
mfp9Jb5pfEY_w,concept,mfp9Jb5pfEY_e1,"She does not understand the basic concept of math.""."
mfp9Jb5pfEY_w,concept,mfp9Jb5pfEY_e2,I have no concept of what it is like.
mfp9Jb5pfEY_w,concept,mfp9Jb5pfEY_e3,"""Mental handicap"" should be replaced with the broader concept of ""learning difficulties""."
mfp9Jb5pfEY_w,concept,mfp9Jb5pfEY_e4,It is very difficult to define the concept of beauty.
WkIcB2CD204_w,aerobics,WkIcB2CD204_e1,She does aerobics.
F6VCtv2uMzY_w,raconteur,F6VCtv2uMzY_e1,He was a brilliant raconteur.
xhDEUCqqW9s_w,customer,xhDEUCqqW9s_e1,Shops were lowering prices to attract more customers.
j8-wc_TJVAQ_w,control,j8-wc_TJVAQ_e1,1.She decided to take direct control of the project.
j8-wc_TJVAQ_w,control,j8-wc_TJVAQ_e2,The government is trying to control spending.
wIZfRACbuPo_w,funeral,wIZfRACbuPo_e1,The funeral will be held next Friday. 
wIZfRACbuPo_w,funeral,wIZfRACbuPo_e2,Over 300 mourners attended the funeral. 
wIZfRACbuPo_w,funeral,wIZfRACbuPo_e3,"In many countries, it is a convention to wear black at funerals. "
wIZfRACbuPo_w,funeral,wIZfRACbuPo_e4,a funeral procession
ptj3ND19s68_w,dump,ptj3ND19s68_e1,He came in with four shopping bags and dumped them on the table.
ptj3ND19s68_w,dump,ptj3ND19s68_e2,He opposes any kind of nuclear waste being dumped at sea.
ptj3ND19s68_w,dump,ptj3ND19s68_e3,The car was dumped in a stretch of wasteland in the south of the city.
ptj3ND19s68_w,dump,ptj3ND19s68_e4,She had been strangled with her own scarf and her body dumped in the woods.
ekLLpYdKPsY_w,eccentric,ekLLpYdKPsY_e1,eccentric clothes
YAw1Dsv2_Jo_w,dereliction,YAw1Dsv2_Jo_e1,What you did was a grave dereliction of duty.
vW6TvgmaRCQ_w,acknowledge,vW6TvgmaRCQ_e1,She acknowledged having been at fault.
brsHudT88m0_w,perpetual,brsHudT88m0_e1,Deep caves in perpetual darkness.
brsHudT88m0_w,perpetual,brsHudT88m0_e2,He was elected perpetual president.
brsHudT88m0_w,perpetual,brsHudT88m0_e3,She's a perpetual student.
brsHudT88m0_w,perpetual,brsHudT88m0_e4,We lived for years in a perpetual state of fear.
r-ROZtYJq7A_w,disciplinary,r-ROZtYJq7A_e1,The company has drawn up a new disciplinary code. 
r-ROZtYJq7A_w,disciplinary,r-ROZtYJq7A_e2,All schools have disciplinary procedures they must follow . 
r-ROZtYJq7A_w,disciplinary,r-ROZtYJq7A_e3,The soldier received a dishonourable discharge for a disciplinary offence. 
r-ROZtYJq7A_w,disciplinary,r-ROZtYJq7A_e4,His great work was discipline.
ON6mteoL6yg_w,electricity,ON6mteoL6yg_e1,The electricity has been turned off.
thB4bYtMedE_w,pejorative,thB4bYtMedE_e1,"Make sure students realize that ""fat"" is a pejorative word."
thB4bYtMedE_w,pejorative,thB4bYtMedE_e2,The new terminology will quickly become pejorative.
thB4bYtMedE_w,pejorative,thB4bYtMedE_e3,"I agree I am ambitious, and I don't see that as a pejorative term."
thB4bYtMedE_w,pejorative,thB4bYtMedE_e4,Permissiveness is used almost universally as a pejorative term.
KH9awHgg9Uw_w,cram,KH9awHgg9Uw_e1,She's cramming for her history exam.
KH9awHgg9Uw_w,cram,KH9awHgg9Uw_e2,He spent all night cramming for the test.
zAx6PRxBMaM_w,aggravation,zAx6PRxBMaM_e1,Road repair work has aggravated the problem of traffic congestion.
DJdvsTI55Rg_w,consensus,DJdvsTI55Rg_e1,She is skilled at achieving consensus on sensitive issues.
DJdvsTI55Rg_w,consensus,DJdvsTI55Rg_e2,They have always governed by consensus.
p_FimVLJQOk_w,quiescent,p_FimVLJQOk_e1,The political situation was now relatively quiescent.
2Fq4W-J5MZw_w,abuse,2Fq4W-J5MZw_e1,She is continually abusing her position/authority by getting other people to do things for her.
6zErcTU0HNQ_w,society,6zErcTU0HNQ_e1,a classless/multicultural society
6zErcTU0HNQ_w,society,6zErcTU0HNQ_e2,There's a danger that we will end up blaming innocent children for society's problems.
6zErcTU0HNQ_w,society,6zErcTU0HNQ_e3,We must also consider the needs of the younger/older members of society.
6zErcTU0HNQ_w,society,6zErcTU0HNQ_e4,We live in a multicultural society.
5dfUuufFLZk_w,military,5dfUuufFLZk_e1,Spain was an important military power in the 16th century.
sOeSDdQ8GhM_w,discharge,sOeSDdQ8GhM_e1,Patients were discharged from the hospital because the beds were needed by other people. 
sOeSDdQ8GhM_w,discharge,sOeSDdQ8GhM_e2,More than half of all prisoners discharged are reconvicted within two years. 
sOeSDdQ8GhM_w,discharge,sOeSDdQ8GhM_e3,We had to discharge several employees last month 
sOeSDdQ8GhM_w,discharge,sOeSDdQ8GhM_e4,Thousands of soldiers were discharged after the war.
w_xCnJVyPYA_w,punish,w_xCnJVyPYA_e1,Don't punish a child who wets the bed.
w_xCnJVyPYA_w,punish,w_xCnJVyPYA_e2,She was punished for smoking on school premises.
w_xCnJVyPYA_w,punish,w_xCnJVyPYA_e3,She was punished for being late to school.
w_xCnJVyPYA_w,punish,w_xCnJVyPYA_e4,He punished the class by giving them extra work.
gM7W5P_OrvQ_w,convert,gM7W5P_OrvQ_e1,My kids are trying to convert me to country music.
gM7W5P_OrvQ_w,convert,gM7W5P_OrvQ_e2,Most of the families in the community converted recently.
gM7W5P_OrvQ_w,convert,gM7W5P_OrvQ_e3,Could we convert the small bedroom into a second bathroom?
gM7W5P_OrvQ_w,convert,gM7W5P_OrvQ_e4,He converted to (= started believing in) Catholicism when he got married.
ypGaWed2-4o_w,tumid,ypGaWed2-4o_e1,My eyelid has been tumid since yesterday.
ypGaWed2-4o_w,tumid,ypGaWed2-4o_e2,"He'd just been in a fight, and was nursing his tumid lip."
ypGaWed2-4o_w,tumid,ypGaWed2-4o_e3,a badly infected tumid leg
ypGaWed2-4o_w,tumid,ypGaWed2-4o_e4,"Before 1999, She was in very poor health and had insomnia. She often caught cold, fever, sore throat and tumid stomach."
TOZ-mgzwrNg_w,culprit,TOZ-mgzwrNg_e1,Two eyewitnesses identified her as the culprit.
TOZ-mgzwrNg_w,culprit,TOZ-mgzwrNg_e2,Police hope the public will help them to find the culprits.
TOZ-mgzwrNg_w,culprit,TOZ-mgzwrNg_e3,Are you the culprit who broke this window?
TOZ-mgzwrNg_w,culprit,TOZ-mgzwrNg_e4,Police finally managed to catch the culprit.
oGa_MzmEhfE_w,bad tempered,oGa_MzmEhfE_e1,She's very bad-tempered in the mornings!
oGa_MzmEhfE_w,bad tempered,oGa_MzmEhfE_e2,Why are you so bad-tempered today?
oGa_MzmEhfE_w,bad tempered,oGa_MzmEhfE_e3,I'm afraid I was rather bad-tempered yesterday; I think I owe you an apology.
oGa_MzmEhfE_w,bad tempered,oGa_MzmEhfE_e4,He gets very bad-tempered when he's tired.
vA8-Sv3474g_w,admire,vA8-Sv3474g_e1,I admired him for his determination.
vA8-Sv3474g_w,admire,vA8-Sv3474g_e2,You have to admire the artistry of her novels
vA8-Sv3474g_w,admire,vA8-Sv3474g_e3,I really admire people who can work in such difficult conditions.
vA8-Sv3474g_w,admire,vA8-Sv3474g_e4,They admire you for what you have accomplished.
CYCMCwZN_vc_w,ankle,CYCMCwZN_vc_e1,I fell over and sprained/twisted my ankle.
peySczycRYU_w,avarice,peySczycRYU_e1,"He paid a month's rent in advance, just enough to satisfy the landlord's avarice."
_52T6uMp5X8_w,rapport,_52T6uMp5X8_e1,We'd worked together for years and developed a close/good rapport.
Zv9uPzMreHQ_w,convince,Zv9uPzMreHQ_e1,I hope this will convince you to change your mind.
Zv9uPzMreHQ_w,convince,Zv9uPzMreHQ_e2,We tried to convince my grandfather to live with us.
Zv9uPzMreHQ_w,convince,Zv9uPzMreHQ_e3,We were able to convince the students of the need for wider reading.
Zv9uPzMreHQ_w,convince,Zv9uPzMreHQ_e4,I've been trying to convince her to come with me.
cQHsoQOqsRM_w,abstract,cQHsoQOqsRM_e1,Some abstract art is difficult to understand
cQHsoQOqsRM_w,abstract,cQHsoQOqsRM_e2,"It can be quite difficult to really define abstract ideas, such as love or friendship."
VBPM3PMRzO4_w,repudiate,VBPM3PMRzO4_e1,I utterly repudiate those remarks.
Px3YHp0J81U_w,edgy,Px3YHp0J81U_e1,He was feeling a little edgy about the whole thing.
PePhMa1tOYg_w,evolve,PePhMa1tOYg_e1,Research say that humans have evolved from apes.
XYAkPuNj0Q8_w,convenient,XYAkPuNj0Q8_e1,A bike's a very convenient way of getting around.
XYAkPuNj0Q8_w,convenient,XYAkPuNj0Q8_e2,It's very convenient that you live near the office.
g0q93htmqBk_w,extended,g0q93htmqBk_e1,They're going on an extended holiday to Australia.
g0q93htmqBk_w,extended,g0q93htmqBk_e2,An extended kitchen and new balcony.
SVXQA7MYbQg_w,forsake,SVXQA7MYbQg_e1,I still love him and I would never forsake him.
SVXQA7MYbQg_w,forsake,SVXQA7MYbQg_e2,He decided to forsake politics for journalism.
SVXQA7MYbQg_w,forsake,SVXQA7MYbQg_e3,You must forsake your bad habits.
SVXQA7MYbQg_w,forsake,SVXQA7MYbQg_e4,My husband would never forsake Uncle Brian.
lth5T4A_6Bw_w,liberty,lth5T4A_6Bw_e1,She bought her liberty with hard work.
lth5T4A_6Bw_w,liberty,lth5T4A_6Bw_e2,These laws will restrict our ancient rights and liberties.
lth5T4A_6Bw_w,liberty,lth5T4A_6Bw_e3,Liberty consists in the power of doing that which is permitted by law.
lth5T4A_6Bw_w,liberty,lth5T4A_6Bw_e4,Citizens in that country do not have the liberty to carry guns or weapons.
WA9EuH-2ejw_w,strive,WA9EuH-2ejw_e1,We have to strive for more longevity.  
WA9EuH-2ejw_w,strive,WA9EuH-2ejw_e2,We strive to ensure that all children are treated equally. 
WA9EuH-2ejw_w,strive,WA9EuH-2ejw_e3,We strive for perfection but sometimes have to accept something less. 
WA9EuH-2ejw_w,strive,WA9EuH-2ejw_e4,We are constantly striving to improve our service.
R58IiIlbEPs_w,permission,R58IiIlbEPs_e1,You will need permission from your parents to go on the trip.
B7idRBMZUvw_w,brawl,B7idRBMZUvw_e1,The young men had nothing better to do than brawl in the streets.
B7idRBMZUvw_w,brawl,B7idRBMZUvw_e2,They got caught up in a street brawl.
B7idRBMZUvw_w,brawl,B7idRBMZUvw_e3,Police officers were injured in a mass brawl outside a nightclub.
B7idRBMZUvw_w,brawl,B7idRBMZUvw_e4,Several witnesses said that Slatter started the brawl.
G4uo3UzqvGc_w,protect ,G4uo3UzqvGc_e1,Surely the function of the law is to protect everyone's rights.
G4uo3UzqvGc_w,protect ,G4uo3UzqvGc_e2,clothing that protects you against the cold
G4uo3UzqvGc_w,protect ,G4uo3UzqvGc_e3,It's important to protect your skin from the harmful effects of the sun.
G4uo3UzqvGc_w,protect ,G4uo3UzqvGc_e4,Of course the company will act to protect its financial interests in the country if war begins.
_LbRJ0WIQOE_w,further,_LbRJ0WIQOE_e1,"If you have any further problems, let me know."
_LbRJ0WIQOE_w,further,_LbRJ0WIQOE_e2,It cost me Rs. 500 a day and a further Rs. 600 for insurance.
_LbRJ0WIQOE_w,further,_LbRJ0WIQOE_e3,We need to talk further about this.
_LbRJ0WIQOE_w,further,_LbRJ0WIQOE_e4,Call your local library for further information.
1A_qjxuOGNg_w,qulam,1A_qjxuOGNg_e1,She had no qualms about lying to the police.
lcEDzDxpGvU_w,assist,lcEDzDxpGvU_e1,The army arrived to assist in the search.
lcEDzDxpGvU_w,assist,lcEDzDxpGvU_e2,The company said it would assist workers in finding new jobs.
lcEDzDxpGvU_w,assist,lcEDzDxpGvU_e3,"No one knew where my grandfather was, and many came to assist in the search."
lcEDzDxpGvU_w,assist,lcEDzDxpGvU_e4,The accused denies the charge of assisting an offender.
BG__MHnFZgE_w,earful,BG__MHnFZgE_e1,"an outpouring of anger, abuse, or complaint"
-du0Sljs6fg_w,expose,-du0Sljs6fg_e1,More political scandals were exposed in the newspapers today.
PV4FwYxTHwo_w,wry,PV4FwYxTHwo_e1,A wry smile/comment
QnhCavVEYCI_w,choice,QnhCavVEYCI_e1,It's available in a choice of colours.
fsV1Qztx9wE_w,expand,fsV1Qztx9wE_e1,The air in the balloon expands when heated.
fsV1Qztx9wE_w,expand,fsV1Qztx9wE_e2,In their efforts to reduce crime the government expanded the police force
fsV1Qztx9wE_w,expand,fsV1Qztx9wE_e3,We have to expand the size of the image.
fsV1Qztx9wE_w,expand,fsV1Qztx9wE_e4,That market has been rapidly expanding.
uhg87vE3L0k_w,mannerly ,uhg87vE3L0k_e1,"When he was a child, he was quiet and mannerly. "
uhg87vE3L0k_w,mannerly ,uhg87vE3L0k_e2,Please speak mannerly with the eldership.
uhg87vE3L0k_w,mannerly ,uhg87vE3L0k_e3,"3.He looks handsome. But still, he is mannerly as usual."
uhg87vE3L0k_w,mannerly ,uhg87vE3L0k_e4,4.The child was scolded By his grandmother for not Being more mannerly.
vnOTLize640_w,flummox,vnOTLize640_e1,I have to say that last question flummoxed me.
vnOTLize640_w,flummox,vnOTLize640_e2,"We are flummoxed as to what is meant by ""selling by retail trade""."
vnOTLize640_w,flummox,vnOTLize640_e3,The two leaders were flummoxed by the suggestion.
vnOTLize640_w,flummox,vnOTLize640_e4,I was flummoxed by her question.
OGHkRmbVr3Y_w,accent,OGHkRmbVr3Y_e1,She's French but she speaks with an impeccable English accent.
JNhM-G9lIKQ_w,agitate,JNhM-G9lIKQ_e1,I didn't want to agitate her by telling her.
pTIJ-8yubFs_w,consultant,pTIJ-8yubFs_e1,the Company has hired a consultant to carry out the study. 
zdwZy6pMJwk_w,admit,zdwZy6pMJwk_e1,She admitted (that) she had made a mistake.
zdwZy6pMJwk_w,admit,zdwZy6pMJwk_e2,"I wasn't entirely honest with him, I admit."
zdwZy6pMJwk_w,admit,zdwZy6pMJwk_e3,The gang admitted they had committed four recent bank robberies.
wSC4sek05uo_w,outspoken,wSC4sek05uo_e1,Mr. Anil has outspoken about government.
-jTNHftz4Pk_w,censure,-jTNHftz4Pk_e1,The governor could be pressured to resign by a vote of censure.
-jTNHftz4Pk_w,censure,-jTNHftz4Pk_e2,You must not censure him until you know the whole story.
-jTNHftz4Pk_w,censure,-jTNHftz4Pk_e3,He could face censure from his colleagues.
-jTNHftz4Pk_w,censure,-jTNHftz4Pk_e4,His dishonest behaviour came under severe censure.
8Ui2qv0zkjA_w,stupid,8Ui2qv0zkjA_e1,silly or unwise; showing poor judgment or little intelligence
50Qibhk4sD0_w,preoccupied,50Qibhk4sD0_e1,She's been very preoccupied recently because her mother has been very ill.
50Qibhk4sD0_w,preoccupied,50Qibhk4sD0_e2,They have been preoccupied with other matters.
AnhTIMU_EzI_w,euro,AnhTIMU_EzI_e1,You can usually find a hotel for €70 a night.
VFYKgoGhbVc_w,ache,VFYKgoGhbVc_e1,If you're not used to exercise your joints may ache the next day.
IfXpH2RFlP4_w,shatter,IfXpH2RFlP4_e1,His leg was shattered in the accident.
IfXpH2RFlP4_w,shatter,IfXpH2RFlP4_e2,The glass shattered into pieces
IfXpH2RFlP4_w,shatter,IfXpH2RFlP4_e3,The earthquake shattered all the windows in the building.
IfXpH2RFlP4_w,shatter,IfXpH2RFlP4_e4,The vase fell to the floor and shattered.
OjdtxDlr1-Y_w,underdog - 1,OjdtxDlr1-Y_e1,"As a politician, her sympathy was always for the underdog in society."
4uVjzBqNXkE_w,furtively,4uVjzBqNXkE_e1,As she turned away I saw him sniff furtively under his arm.
4uVjzBqNXkE_w,furtively,4uVjzBqNXkE_e2,She saw him talking furtively to another man.
4uVjzBqNXkE_w,furtively,4uVjzBqNXkE_e3,The decision was taken furtively.
4uVjzBqNXkE_w,furtively,4uVjzBqNXkE_e4,It is not being done furtively and out of the public eye.
WOBBWh9xyBM_w,knotty,WOBBWh9xyBM_e1,It was a very knotty problem.
Hz_bFjlgUQw_w,debate,Hz_bFjlgUQw_e1,"In Parliament today, MPs debated the Finance Bill."
bJA2HuIKJTQ_w,afraid,bJA2HuIKJTQ_e1,I'm afraid I don't understand'
bJA2HuIKJTQ_w,afraid,bJA2HuIKJTQ_e2,"I don't agree at all, I'm afraid."
bJA2HuIKJTQ_w,afraid,bJA2HuIKJTQ_e3,I'm afraid that we can't come this evening after all.
bJA2HuIKJTQ_w,afraid,bJA2HuIKJTQ_e4,"This is your room - it's rather small, I'm afraid."
Sq5AE3j8CQY_w,negotiation,Sq5AE3j8CQY_e1,The agreement was reached after a series of difficult negotiations.
wrKYlMGgRRQ_w,congenial,wrKYlMGgRRQ_e1,congenial company/surroundings
wrKYlMGgRRQ_w,congenial,wrKYlMGgRRQ_e2,We spent a relaxed evening with congenial friends.
wrKYlMGgRRQ_w,congenial,wrKYlMGgRRQ_e3,Frank was a very congenial colleague.
wrKYlMGgRRQ_w,congenial,wrKYlMGgRRQ_e4,He is back in more congenial company.
AjXeuvRxnL0_w,the wherewithal,AjXeuvRxnL0_e1,"I'd like to buy a bigger house, but I don't have the wherewithal."
NAFwB3S525c_w,emanate - 2,NAFwB3S525c_e1,Angry voices emanated from the next room.
LGGt1vquKd4_w,grumpy,LGGt1vquKd4_e1,I hadn't had enough sleep and was feeling kind of grumpy.
LGGt1vquKd4_w,grumpy,LGGt1vquKd4_e2,Dad is always grumpy on Monday mornings.
LGGt1vquKd4_w,grumpy,LGGt1vquKd4_e3,Come back and see me when you're less grumpy.
LGGt1vquKd4_w,grumpy,LGGt1vquKd4_e4,He'd been in a grumpy mood since he got up.
pQfkhE7-uoA_w,accuse,pQfkhE7-uoA_e1,He's been accused of robbery.
pQfkhE7-uoA_w,accuse,pQfkhE7-uoA_e2,She's been accused of acting dishonestly.
pQfkhE7-uoA_w,accuse,pQfkhE7-uoA_e3,"""It wasn't my fault."" ""Don't worry, I'm not accusing you."""
pQfkhE7-uoA_w,accuse,pQfkhE7-uoA_e4,She was accused of stealing by her roommate.
pIU3UECqksw_w,altercation,pIU3UECqksw_e1,"According to witnesses, the altercation between the two men started inside the restaurant."
Gfl5msAbkjk_w,heed,Gfl5msAbkjk_e1,The airline has been criticized for failing to heed advice/warnings about lack of safety routines.
Gfl5msAbkjk_w,heed,Gfl5msAbkjk_e2,They gave little heed to the rumours.
Gfl5msAbkjk_w,heed,Gfl5msAbkjk_e3,They failed to heed the lessons of history.
Gfl5msAbkjk_w,heed,Gfl5msAbkjk_e4,Take heed of your doctor's advice.
H6a1QmSuToM_w,ridiculous,H6a1QmSuToM_e1,It's ridiculous to expect a two-year-old to be able to read!
H6a1QmSuToM_w,ridiculous,H6a1QmSuToM_e2,I've never heard anything so ridiculous.
H6a1QmSuToM_w,ridiculous,H6a1QmSuToM_e3,That's a ridiculous idea!
H6a1QmSuToM_w,ridiculous,H6a1QmSuToM_e4,Does he wear those ridiculous clothes to draw attention?
Kiokngu9sGI_w,immovable,Kiokngu9sGI_e1,The rock weighed over a ton and was completely immovable.
Kiokngu9sGI_w,immovable,Kiokngu9sGI_e2,Lock your bike to something immovable like a railing.
Kiokngu9sGI_w,immovable,Kiokngu9sGI_e3,The president is immovable on this issue. 
Kiokngu9sGI_w,immovable,Kiokngu9sGI_e4,It is as immovable as the rocks in the mountains.
2nJ6ahb45OU_w,buddy,2nJ6ahb45OU_e1,Bob and I have been buddies for years.
2nJ6ahb45OU_w,buddy,2nJ6ahb45OU_e2,We were great buddies and did many things together.
2nJ6ahb45OU_w,buddy,2nJ6ahb45OU_e3,They had become the best of buddies.
2nJ6ahb45OU_w,buddy,2nJ6ahb45OU_e4,"Hi buddy, I miss you too."
I96CIiP3WZc_w,nuisance,I96CIiP3WZc_e1,I've forgotten my umbrella - what a nuisance!
I96CIiP3WZc_w,nuisance,I96CIiP3WZc_e2,"It's a cursed nuisance, having to work late every evening!"
I96CIiP3WZc_w,nuisance,I96CIiP3WZc_e3,She's a terrible nuisance.
